Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-06-20,212.0927269910851,212.40007736780652,207.0563681724187,207.8792266845703,86172500,0.0,0.0
2024-06-21,208.58314195009936,210.0702597495804,205.3313122387871,205.7080535888672,241805100,0.0,0.0
2024-06-24,205.93608683303725,210.87331399723786,204.8157865138524,206.35247802734375,80727000,0.0,0.0
2024-06-25,207.35380525957078,209.5646648210329,206.81844945769743,207.27450561523438,55549700,0.0,0.0
2024-06-26,209.68363861405976,213.0147835489249,208.83102368645302,211.41860961914062,66213200,0.0,0.0
2024-06-27,212.8462361886446,213.88722177256454,210.5263358320774,212.2613067626953,49772700,0.0,0.0
2024-06-28,213.91696855097956,214.2143951724623,208.49394377490637,208.81118774414062,82542700,0.0,0.0
2024-07-01,210.2685364182596,215.6419868499251,210.09999821846176,214.88851928710938,60402900,0.0,0.0
2024-07-02,214.293668724795,218.48735180877674,213.2526983679821,218.3782958984375,58046200,0.0,0.0
2024-07-03,218.11063203893852,219.64732360839844,217.1489612238199,219.64732360839844,37369800,0.0,0.0
2024-07-05,219.74642480522968,224.5052045874235,219.74642480522968,224.39614868164062,60412400,0.0,0.0
2024-07-08,225.13973799267995,225.89322076278884,221.3327197032473,225.8634796142578,59085900,0.0,0.0
2024-07-09,225.97252074204383,227.42989753320916,224.4259205051531,226.71607971191406,48076100,0.0,0.0
2024-07-10,227.3307526887298,231.07828847688273,227.28117906796422,230.97914123535156,62627700,0.0,0.0
2024-07-11,229.40280147827102,230.39421338925845,223.83107137940016,225.61561584472656,64710600,0.0,0.0
2024-07-12,226.9540218514806,230.64207551688347,226.71607753741577,228.5601043701172,53046500,0.0,0.0
2024-07-15,234.44911702590872,235.19267606238645,231.08823078613918,232.38697814941406,62631300,0.0,0.0
2024-07-16,232.98180687397965,234.24090427881208,230.33473879844306,232.80335998535156,43234300,0.0,0.0
2024-07-17,227.4794799069808,229.47222770464353,224.6936146131452,226.9143829345703,57345900,0.0,0.0
2024-07-18,228.3023493485251,228.46097889584826,220.36114484151935,222.25473022460938,66034600,0.0,0.0
2024-07-19,222.88922042587495,224.85221166233242,221.3624376981624,222.3835906982422,49151500,0.0,0.0
2024-07-22,225.06041535891617,225.82380677595344,221.174082433242,222.03662109375,48201800,0.0,0.0
2024-07-23,222.44310313331528,224.9910392063895,220.7676144514488,223.07760620117188,39960300,0.0,0.0
2024-07-24,222.07627816799848,222.86941075843336,215.26528287042115,216.6631622314453,61777600,0.0,0.0
2024-07-25,217.0497975364767,218.95332167523742,212.77681471652627,215.62217712402344,51391200,0.0,0.0
2024-07-26,216.82180047841348,217.60502442671483,214.15489978899527,216.08816528320312,41601300,0.0,0.0
2024-07-29,215.09674706599597,217.41664743865044,213.8971319294418,216.36575317382812,36311800,0.0,0.0
2024-07-30,217.3075789949067,218.43778796730905,214.2639371695869,216.92092895507812,41643800,0.0,0.0
2024-07-31,219.5382417741392,221.8978068103832,218.73520059867647,220.17274475097656,50036300,0.0,0.0
2024-08-01,222.44309097566543,222.55214689360594,215.15622233135366,216.48471069335938,62501000,0.0,0.0
2024-08-02,217.2679231335739,223.66254232334134,215.84030263063204,217.97183227539062,105568600,0.0,0.0
2024-08-05,197.3802115476467,211.6664621054212,194.3167520967801,207.47279357910156,119548600,0.0,0.0
2024-08-06,203.53686913101606,208.18659343179937,199.34320096724198,205.45028686523438,69660500,0.0,0.0
2024-08-07,205.12314519344287,211.8052677945223,204.61753049861642,208.01808166503906,63516400,0.0,0.0
2024-08-08,211.27979376271134,212.36042911915672,207.03655197769595,211.4780731201172,47161100,0.0,0.0
2024-08-09,210.27850449568905,214.91830568661297,210.149616086692,214.38294982910156,42201600,0.0,0.0
2024-08-12,214.46232494953352,217.8767166928247,213.99582080224636,215.9114532470703,38028100,0.25,0.0
2024-08-13,217.380462936734,220.2390393048837,217.380462936734,219.6236572265625,44155300,0.0,0.0
2024-08-14,218.9288446755302,221.37053243582614,218.06530765715263,220.07028198242188,41960600,0.0,0.0
2024-08-15,222.9288713384501,223.67329096872731,221.10255033510867,223.0479736328125,46414000,0.0,0.0
2024-08-16,222.25393109506462,225.1422830006272,221.98593577772976,224.3680877685547,44340200,0.0,0.0
2024-08-19,224.0405257400108,224.30852103873067,221.38045847347976,224.20925903320312,40687800,0.0,0.0
2024-08-20,224.09014645304697,225.4797235950926,223.77252016614798,224.8246307373047,30299000,0.0,0.0
2024-08-21,224.83457153469638,226.2836998547364,223.37550792716294,224.7154541015625,34765500,0.0,0.0
2024-08-22,226.09512887719345,226.64103964823346,222.23407290784718,222.85939025878906,43695300,0.0,0.0
2024-08-23,223.98097823318813,226.52192810531062,222.66087229355688,225.15219116210938,38677300,0.0,0.0
2024-08-26,225.07279660900764,225.58893181224732,222.22415556593285,225.4896697998047,30602200,0.0,0.0
2024-08-27,224.31844891527626,227.14724957253156,223.21670725505913,226.33334350585938,35934600,0.0,0.0
2024-08-28,226.22416240429726,228.149730282918,224.00082364270057,224.8048095703125,38052200,0.0,0.0
2024-08-29,228.38796742499142,231.18697758967758,227.1770435151196,228.08026123046875,51906300,0.0,0.0
2024-08-30,228.4772755570311,228.68570457235603,225.78743262658827,227.29612731933594,52990800,0.0,0.0
2024-09-03,226.84948058831634,227.2961293418145,219.52438650802387,221.11248779296875,50190600,0.0,0.0
2024-09-04,220.01074262314262,220.12984491677884,215.86183603349318,219.20677185058594,43840200,0.0,0.0
2024-09-05,219.9809679444758,223.80231295165626,219.87178579311316,220.7253875732422,36615400,0.0,0.0
2024-09-06,222.2837029728863,223.56411324365834,218.13481142105056,219.177001953125,48423000,0.0,0.0
2024-09-09,219.17700018247805,219.6236489368284,215.09757995493325,219.26632690429688,67180000,0.0,0.0
2024-09-10,217.2910961852286,219.8320457576339,215.11738873446274,218.4722442626953,51591000,0.0,0.0
2024-09-11,219.81224273641337,221.4301044903715,216.26879790334314,221.00331115722656,44587100,0.0,0.0
2024-09-12,220.84449248276735,221.8866830044339,218.1844402475294,221.11248779296875,37455600,0.0,0.0
2024-09-13,221.9164638014437,222.37303270856336,220.25889118684435,220.84449768066406,36766600,0.0,0.0
2024-09-16,214.92882889414335,215.60377723416104,212.32832783334672,214.71047973632812,59357400,0.0,0.0
2024-09-17,214.14471619981742,215.28615358843467,212.904016801209,215.17697143554688,45519300,0.0,0.0
2024-09-18,215.931307109631,221.05291740528648,215.92137182236397,219.04794311523438,59894900,0.0,0.0
2024-09-19,223.31596324984213,228.11002736409566,222.95864123060412,227.16708374023438,66781300,0.0,0.0
2024-09-20,228.25887899921625,231.35565937992675,225.92635842704388,226.50204467773438,318679900,0.0,0.0
2024-09-23,225.64846451262724,227.742765583781,224.12984974700805,224.78494262695312,54146000,0.0,0.0
2024-09-24,226.94872814757065,227.64353192764617,224.05045616714196,225.67825317382812,43556100,0.0,0.0
2024-09-25,223.25638097071698,225.59882178569194,222.35316341740713,224.6856689453125,42308700,0.0,0.0
2024-09-26,225.60876888531146,226.7998372114188,223.73283210674714,225.82713317871094,36636700,0.0,0.0
