Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-06-20,98.99157022710448,102.6991195678711,97.60123922431698,102.6991195678711,21840551,0.0,0.0
2024-06-21,102.88448680722131,105.20170497855513,102.23566854788331,103.6259994506836,21941605,0.0,0.0
2024-06-24,103.81137354846756,106.03590439596672,103.44061722861959,105.7578353881836,15789670,0.0,0.0
2024-06-25,106.12859918041009,106.77741748213504,103.16256255596878,104.8309555053711,15014759,0.0,0.0
2024-06-26,104.83095330785882,105.75784061751555,103.34793502672584,104.73826599121094,13031571,0.0,0.0
2024-06-27,105.2017108999404,108.26044188690028,104.552892604083,108.1677474975586,19261025,0.0,0.0
2024-06-28,109.00193980499934,110.11420875427203,102.69911071214162,104.18212890625,23597131,0.0,0.0
2024-07-01,104.46019704496594,105.20170972186135,99.82576049334209,102.6064224243164,19521161,0.0,0.0
2024-07-02,102.79180405524959,105.10902232939142,102.23567308377334,104.73826599121094,20298380,0.0,0.0
2024-07-03,105.294401217592,110.20690698592068,104.73827022364271,110.11421966552734,26580992,0.0,0.0
2024-07-04,112.15336570419184,112.15336570419184,108.81657276697997,110.29959106445312,22935842,0.0,0.0
2024-07-05,111.96799333028893,114.47058631584584,111.13379331124024,113.45101165771484,28390412,0.0,0.0
2024-07-08,114.09982424970761,116.3243551651924,113.54369328873362,114.74864959716797,19936773,0.0,0.0
2024-07-09,115.11940356590391,116.50973456100705,112.8948796310102,113.72907257080078,17512242,0.0,0.0
2024-07-10,114.00714063046642,115.58284624956895,110.94840963857438,114.28520965576172,22768112,0.0,0.0
2024-07-11,116.32435487819129,122.7198715209961,115.86091123325826,122.7198715209961,29619674,0.0,0.0
2024-07-12,122.81256866455078,126.79818692909255,120.40265599952238,122.81256866455078,30617785,0.0,0.0
2024-07-16,123.73944947687266,128.18851116310353,122.34911858387409,123.18331146240234,33738090,0.0,0.0
2024-07-17,123.46138695338828,123.73945597522663,120.68072502136073,122.81256866455078,20443752,0.0,0.0
2024-07-18,123.55407691357765,125.03708807160146,119.47576440686288,120.49534606933594,24035686,0.0,0.0
2024-07-19,120.40265627459623,122.16375065481054,119.56846335035333,121.60761260986328,19622234,0.0,0.0
2024-07-22,121.97837610375358,123.09063805122572,119.29039440891974,119.47576904296875,19517005,0.0,0.0
2024-07-23,119.56846162712431,119.84653064559039,115.58284341091795,116.32435607910156,22728202,0.0,0.0
2024-07-24,115.86091216990685,118.8269486928209,113.72906855734502,117.52931213378906,18497381,0.0,0.0
